central_action_size,episode,episode_reward,final_score,has_central_action,is_all_keep,is_hallucinated,is_recovered,is_valid_action,mean_queue,mean_wait,raw_completion,reward_breakdown_central_reward,reward_breakdown_coordination_bonus,reward_breakdown_fairness_reward,reward_breakdown_queue_reward,reward_breakdown_stability_bonus,reward_breakdown_switch_penalty_reward,reward_breakdown_throughput_reward,reward_breakdown_total,reward_breakdown_wait_reward,step_count,step_latency_ms,task_id,throughput,throughput_efficiency
2,110,-0.6478956114426078,0.40309,1.0,0.0,0.0,0.0,1.0,0.0,98.53,,-0.0196,-0.04,0.0157,0.1552,0.0341,-0.06,-0.0328,-0.1675,-0.22,25,167.56510734558105,hard_multi,13.898,0.2551
2,111,-0.6135584195839137,0.401955,1.0,0.0,0.0,0.0,1.0,0.0,98.803,,-0.0196,-0.04,0.0159,0.1552,0.0345,-0.06,-0.0372,-0.1712,-0.22,25,168.76792907714844,hard_multi,13.484,0.2508
2,112,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,171.77700996398926,hard_multi,17.207,0.218
2,113,-1.6012539139077495,0.34672000000000003,1.0,0.0,0.0,0.0,1.0,0.0,96.315,,-0.1385,-0.016,0.0142,0.1618,0.0236,-0.04,0.0022,-0.2127,-0.22,25,169.4324016571045,hard_multi,17.211,0.2179
2,114,-1.2041516614895023,0.39665,1.0,0.0,0.0,1.0,0.0,0.0,113.876,,-0.0226,-0.04,0.0259,0.1564,0.0277,-0.06,0.0454,-0.0871,-0.22,25,169.84128952026367,hard_multi,21.292,0.259
2,115,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.41325569152832,hard_multi,14.124,0.1934
2,116,-2.7515830995726924,0.38380499999999995,1.0,0.0,0.0,0.0,1.0,0.0,103.608,,-0.0408,-0.016,0.0191,0.1524,0.0294,-0.06,-0.0026,-0.1387,-0.22,25,209.89394187927246,hard_multi,16.75,0.1558
2,117,-0.010650194687495396,0.44853,1.0,0.0,0.0,1.0,0.0,0.0,94.24,,-0.066,0.016,0.0128,0.1724,0.0362,-0.04,0.1546,0.066,-0.22,25,170.99356651306152,hard_multi,31.601,0.2674
2,118,0.5229577761828337,0.40493499999999993,1.0,0.0,0.0,0.0,1.0,0.0,76.035,,-0.1179,0.02,0.0007,0.17,0.0285,-0.03,0.18,0.0313,-0.22,25,167.94705390930176,hard_multi,38.713,0.2842
2,119,0.08367679014979312,0.450495,1.0,0.0,0.0,1.0,0.0,0.0,94.085,,-0.0665,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.0709,-0.22,25,169.45314407348633,hard_multi,31.982,0.273
2,120,-2.303108275691069,0.39592000000000005,1.0,0.0,0.0,0.0,1.0,0.0,100.541,,0.0644,-0.02,0.017,0.1569,-0.0251,-0.06,0.1405,0.0539,-0.22,25,170.7010269165039,hard_multi,30.274,0.1972
2,121,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,169.84295845031738,hard_multi,14.124,0.1934
2,122,0.4758179309875282,0.39507,1.0,0.0,0.0,0.0,1.0,0.0,98.249,,0.0444,-0.04,0.0155,0.16,0.0361,-0.05,-0.0312,-0.0852,-0.22,25,179.66723442077637,hard_multi,14.053,0.1926
2,123,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.02597045898438,hard_multi,14.124,0.1934
2,124,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,174.8049259185791,hard_multi,17.207,0.218
2,125,-0.6478956114426078,0.40309,1.0,0.0,0.0,0.0,1.0,0.0,98.53,,-0.0196,-0.04,0.0157,0.1552,0.0341,-0.06,-0.0328,-0.1675,-0.22,25,172.94645309448242,hard_multi,13.898,0.2551
2,126,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,169.89946365356445,hard_multi,14.109,0.1929
2,127,0.4674042317809073,0.49138,1.0,0.0,0.0,0.0,1.0,0.0,92.06,,0.02,0.004,0.0114,0.1646,0.0004,-0.04,-0.0226,-0.0822,-0.22,25,170.8352565765381,hard_multi,14.868,0.2607
2,128,0.4674042317809073,0.49138,1.0,0.0,0.0,0.0,1.0,0.0,92.06,,0.02,0.004,0.0114,0.1646,0.0004,-0.04,-0.0226,-0.0822,-0.22,25,166.3341522216797,hard_multi,14.868,0.2607
2,129,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.89455032348633,hard_multi,14.109,0.1929
2,130,0.49927151916671586,0.38565,1.0,0.0,0.0,0.0,1.0,0.0,98.576,,0.0447,-0.04,0.0157,0.1601,0.0343,-0.05,-0.0305,-0.0857,-0.22,25,169.4009304046631,hard_multi,14.119,0.1933
2,131,0.4089886681230426,0.42412500000000003,1.0,0.0,0.0,0.0,1.0,0.0,94.145,,-0.0723,0.02,0.0128,0.1709,0.0186,-0.04,0.18,0.0699,-0.22,25,174.30925369262695,hard_multi,40.84,0.2837
2,132,-1.0618467018038888,0.43212500000000004,1.0,0.0,0.0,1.0,0.0,0.0,114.835,,-0.0257,0.004,0.0266,0.1525,0.0385,-0.07,-0.0737,-0.1679,-0.22,25,170.3639030456543,hard_multi,10.039,0.1913
2,133,0.387744175200901,0.423575,1.0,0.0,0.0,0.0,1.0,0.0,94.216,,-0.072,0.02,0.0128,0.1707,0.0178,-0.04,0.18,0.0692,-0.22,25,169.3117618560791,hard_multi,40.64,0.2815
2,134,0.2693340487894289,0.432285,1.0,0.0,0.0,1.0,0.0,0.0,93.525,,-0.0768,-0.02,0.0124,0.1748,0.0355,-0.03,0.0547,-0.0695,-0.22,25,167.73676872253418,hard_multi,22.163,0.3208
2,135,-0.6684476606391369,0.46424000000000004,1.0,0.0,0.0,0.0,1.0,0.0,101.361,,0.0351,0.02,0.0176,0.1616,0.037,-0.06,0.18,0.1712,-0.22,25,170.46070098876953,hard_multi,39.703,0.2204
0,136,-0.6461380872529623,0.47521,0.0,0.0,0.0,0.0,1.0,0.0,101.843,,0.0185,0.016,0.0179,0.162,0.0395,-0.06,0.1464,0.1203,-0.22,25,180.32169342041016,hard_multi,30.825,0.2056
2,137,1.3012025304322596,0.48489000000000004,1.0,0.0,0.0,0.0,1.0,0.0,96.618,,0.1279,-0.016,0.0144,0.1668,0.0266,-0.03,0.0971,0.1668,-0.22,25,169.56853866577148,hard_multi,26.171,0.2801
2,138,0.23570271395517056,0.46064,1.0,0.0,0.0,0.0,1.0,0.0,96.896,,0.1092,-0.016,0.0146,0.1646,0.019,-0.04,0.0047,0.0362,-0.22,25,166.11456871032715,hard_multi,17.448,0.2199
2,139,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,170.75872421264648,hard_multi,14.124,0.1934
2,140,-1.6012539139077495,0.34672000000000003,1.0,0.0,0.0,0.0,1.0,0.0,96.315,,-0.1385,-0.016,0.0142,0.1618,0.0236,-0.04,0.0022,-0.2127,-0.22,25,175.4605770111084,hard_multi,17.211,0.2179
2,141,-1.6486827092343195,0.40195000000000003,1.0,0.0,0.0,0.0,1.0,0.0,102.085,,-0.0316,-0.016,0.0181,0.1579,0.0341,-0.06,0.082,-0.0355,-0.22,25,180.5579662322998,hard_multi,24.743,0.2058
2,142,-0.3960774540606984,0.3997649999999999,1.0,0.0,0.0,0.0,1.0,0.0,93.657,,-0.0837,-0.016,0.0124,0.1732,0.0259,-0.02,0.1053,-0.0228,-0.22,25,168.17736625671387,hard_multi,26.945,0.2736
2,143,-0.825640311826944,0.40031999999999995,1.0,0.0,0.0,0.0,1.0,0.0,97.727,,0.0391,-0.04,0.0152,0.1633,0.0357,-0.03,0.0759,0.0392,-0.22,25,169.64340209960938,hard_multi,24.171,0.2084
2,144,-1.055457316771438,0.43072000000000005,1.0,0.0,0.0,0.0,1.0,0.0,98.641,,0.0855,-0.016,0.0158,0.1572,0.0284,-0.05,-0.0209,-0.0201,-0.22,25,169.73114013671875,hard_multi,15.024,0.162
2,145,-0.6874420510645961,0.38327999999999995,1.0,0.0,0.0,0.0,1.0,0.0,79.13,,-0.0159,0.004,0.0028,0.1621,-0.0343,-0.06,0.18,0.0187,-0.22,25,165.9836769104004,hard_multi,34.45,0.2413
2,146,0.8336767901497931,0.450495,1.0,0.0,0.0,0.0,1.0,0.0,94.085,,-0.0665,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.0709,-0.22,25,167.90175437927246,hard_multi,31.982,0.273
2,147,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,170.98450660705566,hard_multi,14.109,0.1929
2,148,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,169.02422904968262,hard_multi,14.109,0.1929
2,149,-3.0,,1.0,1.0,0.0,1.0,0.0,,,"{""local_actions"":{""NW"":0.5,""NE"":-0.3,""SW"":0.7,""SE"":0.2},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.8}}",,,,,,,,,,0,,hard_multi,,
2,150,-0.28906425927645696,0.491265,1.0,0.0,0.0,1.0,0.0,0.0,92.063,,0.0201,0.004,0.0114,0.1646,0.0011,-0.04,-0.0226,-0.0814,-0.22,25,168.90501976013184,hard_multi,14.865,0.2606
0,151,-3.0,,0.0,1.0,0.0,1.0,0.0,,,"{""local_actions"":{""NW"":""switch action"",""NE"":""switch action"",""SW"":""switch action"",""SE"":""PHASE_0 boost"",""SE"":""PHASE_1 penalty"",""SW"":""PHASE_3 penalty""}}
assistant

{""local_actions"":{""NW"":""SWITCH action"",""NE"":""PHASE_2 penalty"",""SW"":""PHASE_3 penalty"",""SE"":""PHASE_0 boost""}}",,,,,,,,,,0,,hard_multi,,
2,152,0.38722845063316524,0.38276,1.0,0.0,0.0,0.0,1.0,0.0,98.582,,0.0449,-0.04,0.0157,0.16,0.0343,-0.05,-0.029,-0.084,-0.22,25,170.8853244781494,hard_multi,14.262,0.1896
2,153,0.49888597701977866,0.38563000000000003,1.0,0.0,0.0,0.0,1.0,0.0,98.568,,0.0447,-0.04,0.0157,0.1601,0.034,-0.05,-0.0306,-0.086,-0.22,25,171.04744911193848,hard_multi,14.114,0.193
2,154,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.59252548217773,hard_multi,14.124,0.1934
2,155,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,167.9701805114746,hard_multi,14.109,0.1929
2,156,1.2478056758903595,0.46339,1.0,0.0,0.0,0.0,1.0,0.0,91.026,,0.0518,-0.016,0.0107,0.1741,0.0352,-0.03,0.1124,0.1181,-0.22,25,178.48443984985352,hard_multi,27.615,0.3134
2,157,-0.8295406011193837,0.4241849999999999,1.0,0.0,0.0,1.0,0.0,0.0,93.657,,-0.0768,-0.02,0.0124,0.1748,0.0389,-0.02,0.0113,-0.0993,-0.22,25,167.30332374572754,hard_multi,18.07,0.2626
2,158,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,198.8849639892578,hard_multi,14.109,0.1929
2,159,0.4758179309875282,0.39507,1.0,0.0,0.0,0.0,1.0,0.0,98.249,,0.0444,-0.04,0.0155,0.16,0.0361,-0.05,-0.0312,-0.0852,-0.22,25,167.12713241577148,hard_multi,14.053,0.1926
2,160,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,166.69917106628418,hard_multi,14.124,0.1934
2,161,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,167.2654151916504,hard_multi,14.181,0.1944
2,162,0.06730396684987501,0.421475,1.0,0.0,0.0,0.0,1.0,0.0,94.961,,-0.0916,0.016,0.0133,0.1678,0.0245,-0.05,0.1315,-0.0084,-0.22,25,167.24729537963867,hard_multi,29.421,0.2263
2,163,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,168.88165473937988,hard_multi,14.109,0.1929
2,164,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,167.8304672241211,hard_multi,14.109,0.1929
0,165,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_2""},""central_action"":{""switch_penalty"":0.5,""queue_urgency_weight"":0.3}""}",,,,,,,,,,0,,hard_multi,,
2,166,-3.172818756117319,0.41864999999999997,1.0,0.0,0.0,0.0,1.0,0.0,100.035,,0.0042,-0.04,0.0167,0.152,0.0193,-0.06,-0.0579,-0.1858,-0.22,25,168.0006980895996,hard_multi,11.53,0.1486
2,167,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,164.98899459838867,hard_multi,17.207,0.218
2,168,-0.5786749107306346,0.41183499999999995,1.0,0.0,0.0,1.0,0.0,0.0,114.354,,0.1048,-0.016,0.0262,0.1524,0.0245,-0.06,-0.0779,-0.0659,-0.22,25,171.8125343322754,hard_multi,9.646,0.1432
2,169,0.23570271395517056,0.46064,1.0,0.0,0.0,0.0,1.0,0.0,96.896,,0.1092,-0.016,0.0146,0.1646,0.019,-0.04,0.0047,0.0362,-0.22,25,169.27146911621094,hard_multi,17.448,0.2199
0,170,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0"",""SW"":""PHASE_1"",""SE"":""PHASE_2""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3""}}",,,,,,,,,,0,,hard_multi,,
2,171,0.47899780085010524,0.478925,1.0,0.0,0.0,0.0,1.0,0.0,96.576,,0.1267,-0.016,0.0144,0.1677,0.006,-0.03,0.0183,0.0671,-0.22,25,165.5714511871338,hard_multi,18.731,0.2267
2,172,-1.5905536883160944,0.34687499999999993,1.0,0.0,0.0,0.0,1.0,0.0,96.311,,-0.1385,-0.016,0.0142,0.1618,0.024,-0.04,0.0022,-0.2123,-0.22,25,170.35198211669922,hard_multi,17.207,0.218
2,173,0.8827869065867243,0.45746999999999993,1.0,0.0,0.0,0.0,1.0,0.0,80.15,,-0.0703,0.02,0.0034,0.1706,0.0212,-0.04,0.1441,0.029,-0.22,25,166.26596450805664,hard_multi,30.612,0.2758
0,174,0.2912896738237538,0.46009,0.0,0.0,0.0,1.0,0.0,0.0,91.13,,0.0518,-0.016,0.0108,0.1741,0.0359,-0.03,0.1124,0.1189,-0.22,25,184.27443504333496,hard_multi,27.615,0.299
2,175,0.5700117844219199,0.385325,1.0,0.0,0.0,0.0,1.0,0.0,98.439,,0.0454,-0.04,0.0156,0.1602,0.0345,-0.04,-0.0299,-0.0741,-0.22,25,186.29169464111328,hard_multi,14.181,0.1944
2,176,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,167.92607307434082,hard_multi,14.109,0.1929
2,177,0.057465816075265574,0.449985,1.0,0.0,0.0,1.0,0.0,0.0,94.151,,-0.0663,0.016,0.0128,0.1726,0.0368,-0.04,0.1572,0.0691,-0.22,25,170.22418975830078,hard_multi,31.848,0.2715
2,178,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,165.9986972808838,hard_multi,14.124,0.1934
2,179,0.08367679014979312,0.450495,1.0,0.0,0.0,1.0,0.0,0.0,94.085,,-0.0665,0.016,0.0127,0.1727,0.0373,-0.04,0.1586,0.0709,-0.22,25,170.57299613952637,hard_multi,31.982,0.273
2,180,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,168.15972328186035,hard_multi,14.109,0.1929
2,181,0.505456346121622,0.38556,1.0,0.0,0.0,0.0,1.0,0.0,98.547,,0.0448,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0304,-0.0857,-0.22,25,168.72692108154297,hard_multi,14.126,0.1935
2,182,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,170.80330848693848,hard_multi,14.109,0.1929
4,183,0.2629991969562825,0.38677,1.0,0.0,0.0,0.0,1.0,0.0,98.542,,0.0443,-0.04,0.0157,0.1596,0.036,-0.05,-0.0291,-0.0834,-0.22,25,169.2037582397461,hard_multi,14.255,0.1866
2,184,0.9809274678308961,0.46172500000000005,1.0,0.0,0.0,0.0,1.0,0.0,68.652,,0.0486,-0.02,-0.0042,0.1732,-0.04,-0.03,0.18,0.0875,-0.22,25,171.6914176940918,hard_multi,53.679,0.34
2,185,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.4213409423828,hard_multi,14.124,0.1934
0,186,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_1"",""SW"":""PHASE_0"",""SE"":""PHASE_3""},""central_action"":{""queue_urgency_weight"":0.6"",""corridor_priority"":0.3}}",,,,,,,,,,0,,hard_multi,,
2,187,-1.7950771070135065,0.42229500000000003,1.0,0.0,0.0,1.0,0.0,0.0,100.266,,-0.0289,-0.04,0.0168,0.1577,0.0346,-0.05,0.0524,-0.0774,-0.22,25,168.4243679046631,hard_multi,21.944,0.2044
2,188,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,172.65987396240234,hard_multi,14.124,0.1934
2,189,0.2588508013401116,0.45622499999999994,1.0,0.0,0.0,0.0,1.0,0.0,79.086,,-0.0163,-0.04,0.0027,0.156,0.0028,-0.07,-0.0315,-0.2163,-0.22,25,170.48335075378418,hard_multi,14.026,0.3193
2,190,-3.0,,1.0,1.0,0.0,1.0,0.0,,,"{""local_actions"":{""NW"":0.0,""NE"":0.0,""SW"":0.0,""SE"":0.0},""central_action"":{""queue_urgency_weight"":0.4,""corridor_priority"":0.3}}",,,,,,,,,,0,,hard_multi,,
2,191,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,169.74544525146484,hard_multi,14.109,0.1929
2,192,0.562865723463682,0.38532,1.0,0.0,0.0,0.0,1.0,0.0,98.446,,0.0452,-0.04,0.0156,0.1602,0.0344,-0.04,-0.0299,-0.0745,-0.22,25,168.26534271240234,hard_multi,14.173,0.1943
2,193,0.505456346121622,0.38556,1.0,0.0,0.0,0.0,1.0,0.0,98.547,,0.0448,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0304,-0.0857,-0.22,25,168.78747940063477,hard_multi,14.126,0.1935
2,194,0.571375488970718,0.3852749999999999,1.0,0.0,0.0,0.0,1.0,0.0,98.417,,0.0457,-0.04,0.0156,0.1603,0.0345,-0.04,-0.0298,-0.0738,-0.22,25,167.88268089294434,hard_multi,14.187,0.1945
2,195,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,165.01116752624512,hard_multi,14.124,0.1934
2,196,0.4416555367731311,0.424555,1.0,0.0,0.0,0.0,1.0,0.0,94.166,,-0.072,0.02,0.0128,0.1709,0.0212,-0.04,0.18,0.0728,-0.22,25,178.28917503356934,hard_multi,40.932,0.2831
2,197,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,165.3592586517334,hard_multi,14.124,0.1934
2,198,-2.3183382973469113,0.34692499999999993,1.0,0.0,0.0,1.0,0.0,0.0,96.368,,-0.1385,-0.016,0.0142,0.1618,0.0253,-0.05,-0.0111,-0.2343,-0.22,25,163.82145881652832,hard_multi,15.951,0.2171
2,199,-0.03216789317303795,0.4543,1.0,0.0,0.0,0.0,1.0,0.0,97.769,,0.108,-0.016,0.0152,0.1627,0.0183,-0.04,0.0055,0.0336,-0.22,25,170.92156410217285,hard_multi,17.518,0.2088
1,200,-0.010650194687495396,0.44853,1.0,0.0,0.0,1.0,0.0,0.0,94.24,,-0.066,0.016,0.0128,0.1724,0.0362,-0.04,0.1546,0.066,-0.22,25,172.29652404785156,hard_multi,31.601,0.2674
2,201,-0.6684476606391369,0.46424000000000004,1.0,0.0,0.0,0.0,1.0,0.0,101.361,,0.0351,0.02,0.0176,0.1616,0.037,-0.06,0.18,0.1712,-0.22,25,171.39601707458496,hard_multi,39.703,0.2204
0,202,-6.0,,0.0,0.0,1.0,0.0,0.0,,,"{""local_actions"":{""NW"":""SWITCH"",""NE"":""PHASE_0""},central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.2}}",,,,,,,,,,0,,hard_multi,,
2,203,0.41051386235176934,0.42391,1.0,0.0,0.0,0.0,1.0,0.0,94.138,,-0.0725,0.02,0.0128,0.1709,0.018,-0.04,0.18,0.069,-0.22,25,166.63432121276855,hard_multi,40.844,0.2832
2,204,-2.454940100598294,0.344495,1.0,0.0,0.0,1.0,0.0,0.0,96.49,,-0.1385,-0.016,0.0143,0.1618,0.0207,-0.04,-0.0034,-0.2211,-0.22,25,182.5087070465088,hard_multi,16.68,0.2117
2,205,-0.6362715699084743,0.44626,1.0,0.0,0.0,0.0,1.0,0.0,79.456,,-0.0162,-0.04,0.003,0.1557,0.0001,-0.07,-0.0282,-0.2157,-0.22,25,167.0222282409668,hard_multi,14.335,0.2505
2,206,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,166.58878326416016,hard_multi,14.109,0.1929
2,207,0.5368805407111197,0.40538,1.0,0.0,0.0,0.0,1.0,0.0,75.937,,-0.1184,0.02,0.0006,0.1701,0.028,-0.03,0.18,0.0304,-0.22,25,171.29135131835938,hard_multi,38.721,0.2864
2,208,0.47661927073387034,0.38495500000000005,1.0,0.0,0.0,0.0,1.0,0.0,98.526,,0.0449,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0304,-0.0857,-0.22,25,169.5394515991211,hard_multi,14.131,0.1921
2,209,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,169.54946517944336,hard_multi,14.109,0.1929
2,210,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,169.11888122558594,hard_multi,14.109,0.1929
2,211,2.5528450542645205,0.43573,1.0,0.0,0.0,0.0,1.0,0.0,97.681,,0.0586,0.004,0.0151,0.1641,0.0396,-0.03,0.0844,0.1159,-0.22,25,169.6488857269287,hard_multi,24.972,0.2515
2,212,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,171.4468002319336,hard_multi,14.109,0.1929
2,213,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,166.55468940734863,hard_multi,14.124,0.1934
2,214,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,168.2279109954834,hard_multi,14.124,0.1934
2,215,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,167.97733306884766,hard_multi,14.124,0.1934
2,216,0.42138844299072997,0.42426,1.0,0.0,0.0,0.0,1.0,0.0,94.107,,-0.0725,0.02,0.0127,0.171,0.0187,-0.04,0.18,0.0698,-0.22,25,167.72890090942383,hard_multi,40.938,0.2846
2,217,-0.807122674408254,0.4339100000000001,1.0,0.0,0.0,0.0,1.0,0.0,98.032,,0.0841,-0.016,0.0154,0.1587,0.0147,-0.05,-0.0202,-0.0333,-0.22,25,167.64569282531738,hard_multi,15.093,0.1713
2,218,0.5033457585114492,0.385585,1.0,0.0,0.0,0.0,1.0,0.0,98.556,,0.0448,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0305,-0.0857,-0.22,25,165.41576385498047,hard_multi,14.124,0.1934
2,219,0.4910656131303458,0.38571,1.0,0.0,0.0,0.0,1.0,0.0,98.606,,0.0446,-0.04,0.0157,0.1601,0.0342,-0.05,-0.0307,-0.086,-0.22,25,167.9394245147705,hard_multi,14.105,0.1927
2,220,0.157463905658125,0.39581,1.0,0.0,0.0,0.0,1.0,0.0,99.015,,0.045,-0.04,0.016,0.1592,0.0339,-0.05,-0.0291,-0.0851,-0.22,25,166.22519493103027,hard_multi,14.252,0.1844
2,221,0.49485770340546265,0.385685,1.0,0.0,0.0,0.0,1.0,0.0,98.587,,0.0447,-0.04,0.0157,0.1601,0.0341,-0.05,-0.0306,-0.086,-0.22,25,166.45550727844238,hard_multi,14.109,0.1929
